DEPT,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,CALI,BS,ROPA,ROP,RDEP,RSHA,RMED,DTS,DTC,NPHI,PEF,GR,RHOB,DRHO,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,MUDWEIGHT,RXO,SP,DCAL,RMIC,SGR
2727.408,1.0,80000.0,9.2058467865,,,2.7425203323,3.2259187698,4.2132430077,3.8010311127,,79.14755249,0.1726323664,4.8830342293,32.615718842,2.590059042,-0.01627182,2727.407959,437613.25,6470982.5,-2701.985107,0.1557743102,4.4705386162,106.98420715,,,
2727.56,1.0,80000.0,9.2084407806,,,2.6526372433,3.2308819294,4.9880466461,3.945119381,,78.543479919,0.1709914356,4.8157463074,28.990484238,2.5945081711,-0.015783768,2727.5600586,437613.25,6470982.5,-2702.137207,0.1557743102,3.9033317566,107.15000153,,,
2727.712,1.0,80000.0,9.2119836807,,,2.6190941334,2.9329168797,1.5414301157,4.0966935158,,77.196731567,0.1622451693,5.0837569237,32.710380554,2.5953474045,-0.015774785,2727.7119141,437613.25,6470982.5,-2702.289063,0.1557743102,1.1320312023,107.2740097,,,
2727.864,1.0,80000.0,9.2323150635,,,2.4166562557,2.9483950138,1.0408135653,3.7602190971,,80.32383728,0.1666130573,5.7130160332,39.168712616,2.5726492405,-0.02089902,2727.8640137,437613.25,6470982.5,-2702.441162,0.1557743102,1.4706891775,107.40184021,,,
2728.016,1.0,80000.0,9.2429132462,,,2.3553118706,2.7705187798,2.3519887924,3.1108012199,,82.196273804,0.2031493038,6.6223111153,45.540634155,2.5036654472,-0.021963127,2728.0161133,437613.25,6470982.5,-2702.593018,0.1557743102,2.285585165,107.35386658,,,
2728.168,1.0,80000.0,9.2713031769,,,2.3553118706,2.5046260357,1.8533524275,2.6814661026,,83.13885498,0.2819910645,7.5703077316,48.540790558,2.4409005642,-0.003773978,2728.1679688,437613.25,6470982.5,-2702.744873,0.1557743102,1.4355169535,107.65372467,,,
2728.32,1.0,65000.0,9.5789022446,,,2.4224967957,2.4819128513,0.7007168531,2.4500975609,,86.370986938,0.3415379822,7.1875853539,52.873714447,2.3130145073,0.0124844033,2728.3200684,437613.25,6470982.5,-2702.896973,0.1557743102,0.5429953933,107.56003571,,,
2728.472,1.0,65000.0,9.8359994888,,,2.5169103146,2.5994882584,0.4594861567,2.1518440247,,90.706718445,0.3475571275,6.3395042419,52.870586395,2.2551493645,0.0188740231,2728.4719238,437613.25,6470982.5,-2703.048828,0.1557743102,0.7337268591,107.97945404,,,
2728.624,1.0,65000.0,10.153481483,,,2.6121785641,2.4470479488,1.3145993948,2.1397423744,,93.008911133,0.3008833528,5.7132463455,53.346920013,2.2570588589,0.0133842863,2728.6240234,437613.25,6470982.5,-2703.200928,0.1557743102,1.26173985,108.85999298,,,
2728.776,1.0,65000.0,10.186498642,,,2.7075896263,2.337259531,0.9772065878,2.1276547909,,92.951950073,0.269300729,6.2956418991,48.652942657,2.341029644,0.0163193308,2728.7758789,437613.21875,6470982.5,-2703.352783,0.1557743102,0.939480722,110.40000153,,,
2728.928,1.0,65000.0,9.77439785,,,2.8028771877,2.3130803108,0.9371866584,2.4358608723,,94.017097473,0.2814640105,7.7824606895,53.186889648,2.3671460152,0.0384360477,2728.9279785,437613.21875,6470982.5,-2703.504883,0.1557743102,0.7966243029,110.24528503,,,
2729.08,1.0,65000.0,9.5938501358,,,2.8982744217,2.1442790031,0.5094963312,2.45759058,,90.699432373,0.2930510044,8.5674619675,54.229785919,2.3263318539,0.0689160004,2729.0800781,437613.21875,6470982.5,-2703.656982,0.1557743102,0.5598678589,109.5544281,,,
2729.232,1.0,65000.0,9.599067688,,,2.9934797287,2.1429040432,0.7565051913,2.8057224751,,86.973381042,0.2946255803,9.1492729187,56.708503723,2.2890205383,0.0972202346,2729.2319336,437613.21875,6470982.5,-2703.808594,0.1557743102,0.9025414586,108.69876862,,,
2729.384,1.0,65000.0,9.6059989929,,,3.0887570381,2.3769950867,1.1481091976,2.6272156239,,87.620674133,0.2889065146,8.9468784332,55.174949646,2.2626469135,0.1087511927,2729.3840332,437613.21875,6470982.5,-2703.960693,0.1557743102,1.1536412239,108.63850403,,,
2729.536,1.0,65000.0,9.8059492111,,,3.1841104031,2.4660475254,1.0944135189,2.6337375641,,87.962875366,0.3249130249,9.0411968231,55.988147736,2.220662117,0.0885867998,2729.5358887,437613.21875,6470982.5,-2704.112549,0.1557743102,1.2075289488,108.86251068,,,
2729.688,1.0,65000.0,10.117131233,,,3.2794435024,2.5257453918,1.4681512117,2.484806776,,90.80330658,0.3505497277,8.2778053284,55.422897339,2.219745636,0.0681619048,2729.6879883,437613.21875,6470982.5,-2704.264648,0.1557743102,1.5837007761,108.88620758,,,
2729.84,1.0,65000.0,10.081459999,,,3.3738400936,2.4373607635,1.7541831732,2.2940430641,,91.580802917,0.374887675,8.3517580032,56.344280243,2.2724699974,0.0603118278,2729.8400879,437613.21875,6470982.5,-2704.416748,0.1557743102,2.1076934338,108.81891632,,,
2729.992,1.0,65000.0,9.816904068,,,3.44526577,2.2995774746,2.8074827194,2.4880278111,,88.358421326,0.3354314268,8.2888946533,56.381881714,2.2891867161,0.0480647311,2729.9919434,437613.21875,6470982.5,-2704.568604,0.1557743102,2.2089688778,107.73296356,,,
2730.144,1.0,65000.0,9.7937459946,,,3.4416041374,2.1951544285,0.7242487669,2.4666600227,,86.517868042,0.3039794564,8.9268341064,56.936424255,2.2449743748,0.0281008016,2730.144043,437613.21875,6470982.5,-2704.720703,0.1557743102,0.5506879091,107.56747437,,,
2730.296,1.0,65000.0,10.012428284,,,3.4154884815,2.1799483299,0.6348539591,2.6616809368,,88.082702637,0.3020965457,8.8434867859,53.496681213,2.200054884,0.0391963124,2730.2958984,437613.21875,6470982.5,-2704.872314,0.1557743102,0.6848146319,108.93574524,,,
2730.448,1.0,65000.0,10.227225304,,,3.3921301365,2.2157697678,0.7692095041,2.3218197823,,89.685394287,0.3438932896,8.6247034073,53.036270142,2.2360980511,0.095129244,2730.447998,437613.21875,6470982.5,-2705.024414,0.1557743102,0.8149759173,108.77679443,,,
2730.6,1.0,65000.0,10.294307709,,,3.3690035343,2.4164347649,0.8778555393,2.2224600315,,93.116294861,0.3837723434,8.0544776917,54.072898865,2.2976779938,0.1631517112,2730.6000977,437613.21875,6470982.5,-2705.176514,0.1557743102,1.3073958158,108.11482239,,,
2730.752,1.0,65000.0,10.296895981,,,3.3451497555,2.5856804848,2.2224550247,2.1290214062,,98.152931213,0.3730139434,7.1718997955,58.119747162,2.328060627,0.1832738817,2730.7519531,437613.1875,6470982.5,-2705.328369,0.1557743102,2.2141649723,108.1295166,,,
2730.904,1.0,65000.0,10.504958153,,,3.3224260807,2.4243757725,1.9089236259,2.232032299,,91.983276367,0.3332417011,6.4591755867,55.104564667,2.3482282162,0.147328198,2730.9040527,437613.1875,6470982.5,-2705.480469,0.1557743102,1.8011455536,108.70970917,,,
2731.056,1.0,65000.0,10.494764328,,,3.2980926037,2.3811490536,1.6698896885,2.7372508049,,88.999954224,0.2776240706,6.4610800743,55.901481628,2.3813071251,0.0826769173,2731.0559082,437613.1875,6470982.5,-2705.63208,0.1557743102,1.3775072098,110.20759583,,,
2731.208,1.0,65000.0,9.8799972534,,,3.2759325504,2.2955935001,0.775162518,2.7828533649,,86.90272522,0.2579572499,7.9271645546,54.294403076,2.3840789795,0.0290330425,2731.2080078,437613.1875,6470982.5,-2705.78418,0.1557743102,0.66592592,111.1111145,,,
2731.36,1.0,65000.0,9.4735374451,,,3.2510008812,2.2177295685,0.6271951795,2.9163954258,,86.803993225,0.2631357312,10.359713554,56.689685822,2.3030760288,0.0134821311,2731.3601074,437613.1875,6470982.5,-2705.936279,0.1557743102,0.7113447189,108.61643219,,,
2731.512,1.0,65000.0,9.59715271,,,3.2293438911,2.2360234261,0.919373095,2.6483781338,,85.340957642,0.291295886,12.405437469,57.334838867,2.1975045204,0.0137929097,2731.5119629,437613.1875,6470982.5,-2706.088135,0.1557743102,0.882181704,108.49176788,,,
2731.664,1.0,65000.0,9.7912874222,,,3.2060711384,2.3918998241,0.7177399993,2.3506109715,,90.289367676,0.3029126227,12.297261238,58.603939056,2.1446580887,0.0337663516,2731.6640625,437613.1875,6470982.5,-2706.240234,0.1557743102,0.7552465796,108.89202118,,,
2731.816,1.0,65000.0,9.9400272369,,,3.1827747822,2.3849811554,0.9077157378,2.3303916454,,94.863067627,0.3265532553,10.854168892,58.165061951,2.154103756,0.060104657,2731.815918,437613.1875,6470982.5,-2706.391846,0.1557743102,0.8194768429,110.07988739,,,
2731.968,1.0,65000.0,9.9910879135,,,3.1595118046,2.4000487328,0.5520765781,1.9683328867,,93.064987183,0.3356018662,10.040278435,56.323516846,2.1969184875,0.1014588624,2731.9680176,437613.1875,6470982.5,-2706.543945,0.1557743102,0.6621572971,109.2671051,,,
2732.12,1.0,65000.0,9.9921998978,,,3.1362726688,2.3032708168,1.028763175,2.4980134964,,90.911628723,0.3327769041,9.1996297836,55.610759735,2.1902935505,0.1104940921,2732.1201172,437613.15625,6470982.5,-2706.696045,0.1557743102,1.1126900911,108.36547852,,,
2732.272,1.0,65000.0,10.002317429,,,3.1130051613,2.2248139381,1.1566847563,2.3577814102,,88.234367371,0.3111008108,8.9009141922,55.654605865,2.1450531483,0.0897818729,2732.2719727,437613.15625,6470982.5,-2706.8479,0.1557743102,1.2380480766,107.90000153,,,
2732.424,1.0,65000.0,10.027935028,,,3.0897119045,2.078553915,1.4136356115,2.8274827003,,86.615539551,0.3045788407,8.9083557129,54.564189911,2.1223480701,0.0590118691,2732.4240723,437613.15625,6470982.5,-2707.0,0.1557743102,1.3083446026,108.21190643,,,
2732.576,1.0,65000.0,10.018531799,,,3.0664403439,2.036431551,0.973985374,2.3613653183,,89.976394653,0.3320969045,9.0400323868,51.535190582,2.143198967,0.0503526144,2732.5759277,437613.15625,6470982.5,-2707.151611,0.1557743102,0.9056228995,109.7990799,,,
2732.728,1.0,65000.0,10.339804649,,,3.0432014465,2.0520808697,0.8875357509,2.4022266865,,96.290489197,0.3444789946,9.0443000793,53.607898712,2.2035133839,0.0639905334,2732.7280273,437613.15625,6470982.5,-2707.303711,0.1557743102,0.9505626559,111.0411377,,,
2732.88,1.0,65000.0,10.09495163,,,3.0198521614,2.1804943085,1.1171047688,2.0284225941,,97.868881226,0.378195852,9.0141496658,57.476585388,2.2509286404,0.0916370749,2732.8798828,437613.15625,6470983.0,-2707.455566,0.1557743102,1.2157623768,108.1419754,,,
2733.032,1.0,65000.0,10.656514168,,,2.9966084957,2.1874201298,1.3813816309,2.0662147999,,95.737716675,0.3587628901,9.0906181335,58.675006866,2.3082869053,0.1259177625,2733.0319824,437613.15625,6470983.0,-2707.607666,0.1557743102,1.4031351805,106.77710724,,,
2733.184,1.0,65000.0,11.12864399,,,2.9733576775,2.2099125385,1.3748553991,2.0888967514,,96.831237793,0.3238982856,9.0413970947,57.042655945,2.3591601849,0.1561296284,2733.184082,437613.15625,6470983.0,-2707.759766,0.1557743102,1.2770956755,108.59751892,,,
2733.336,1.0,65000.0,11.223003387,,,2.9500656128,2.1196012497,1.040387392,2.371232748,,93.783363342,0.2781339586,8.6957359314,56.581184387,2.3917329311,0.1717101485,2733.3359375,437613.15625,6470983.0,-2707.911377,0.1557743102,0.9898379445,108.14200592,,,
2733.488,1.0,65000.0,11.273612976,,,2.9267766476,2.0427770615,0.9872797132,2.3494927883,,91.32648468,0.2781888545,8.5705137253,57.900753021,2.4192759991,0.1803941131,2733.4880371,437613.15625,6470983.0,-2708.063477,0.1557743102,1.0107237101,108.52500153,,,
2733.64,1.0,65000.0,11.303248405,,,2.9034368992,1.9908692837,1.076924324,2.4199512005,,92.044563293,0.3045990169,8.2376852036,56.989654541,2.4267711639,0.1738692075,2733.6398926,437613.125,6470983.0,-2708.215332,0.1557743102,1.1289066076,108.6676712,,,
2733.792,1.0,65000.0,11.326958656,,,2.8802893162,1.9910467863,1.2325890064,2.2813460827,,94.578536987,0.3214387894,8.162322998,59.808551788,2.4381818771,0.1749207526,2733.7919922,437613.125,6470983.0,-2708.367432,0.1557743102,1.1279405355,108.92398834,,,
2733.944,1.0,65000.0,11.330558777,,,2.8564596176,1.9211999178,0.7862820029,2.133399725,,94.605445862,0.3323943615,8.3484544754,63.270687103,2.4363470078,0.1645282805,2733.9440918,437613.125,6470983.0,-2708.519531,0.1557743102,0.7431645989,108.17797089,,,
2734.096,1.0,65000.0,11.328253746,,,2.8337109089,1.8774758577,0.83287251,1.9697265625,,96.317977905,0.343257457,8.3961544037,70.850120544,2.4318711758,0.15655981,2734.0959473,437613.125,6470983.0,-2708.671143,0.1557743102,0.8450706601,108.19207001,,,
2734.248,1.0,65000.0,11.328100204,,,2.8095252514,1.8805389404,0.8328999281,1.8939088583,,98.969116211,0.353851229,8.5701646805,70.373703003,2.4365754128,0.1570388079,2734.2480469,437613.125,6470983.0,-2708.823242,0.1557743102,0.8335924149,107.95441437,,,
2734.4,1.0,65000.0,11.039646149,,,2.7872262001,1.8690059185,0.8400923014,1.8640325069,,102.93655396,0.3405455649,8.4728822708,70.253967285,2.4270663261,0.1445503831,2734.3999023,437613.125,6470983.0,-2708.975098,0.1557743102,0.8831910491,108.15000153,,,
2734.552,1.0,65000.0,11.486961365,,,2.7624881268,1.8371819258,0.9953170419,1.8714559078,,99.37776947,0.3421225548,9.2883243561,65.753768921,2.3825821877,0.1277237684,2734.552002,437613.125,6470983.0,-2709.127197,0.1557743102,1.1632032394,108.38977051,,,
2734.704,1.0,65000.0,11.321689606,,,2.7406334877,1.8431886435,1.5642415285,1.9411456585,,99.980674744,0.3519775569,9.710231781,68.985160828,2.2952866554,0.1010103077,2734.7041016,437613.125,6470983.0,-2709.279297,0.1557743102,1.566249609,109.45922089,,,
2734.856,1.0,65000.0,10.438043594,,,2.7173519135,1.847419858,1.2861465216,2.0577728748,,97.778816223,0.3742334545,11.57314682,73.600784302,2.2346096039,0.0923243836,2734.855957,437613.125,6470983.0,-2709.430908,0.1557743102,1.1770693064,110.04649353,,,
2735.008,1.0,65000.0,10.590517998,,,2.6940598488,1.8684403896,1.0466814041,2.0880661011,,93.30532074,0.3549744189,12.42234993,76.773101807,2.2316963673,0.0980961919,2735.0080566,437613.09375,6470983.0,-2709.583008,0.1557743102,1.0146567822,109.36846161,,,
2735.16,1.0,65000.0,10.512225151,,,2.6708059311,1.8800754547,1.0289458036,2.2323198318,,94.09588623,0.3457260132,12.257514,72.61264801,2.2619111538,0.1033106297,2735.1599121,437613.09375,6470983.0,-2709.734863,0.1557743102,1.0047303438,108.32563019,,,
2735.312,1.0,65000.0,10.31829071,,,2.6416442394,1.9625891447,0.9258685708,2.0680267811,,96.568084717,0.3434441388,10.873439789,68.052848816,2.3014729023,0.1132672057,2735.3120117,437613.09375,6470983.0,-2709.886963,0.1557743102,0.9322357178,108.64995575,,,
2735.464,1.0,65000.0,10.292557716,,,2.5574309826,2.0655827522,1.0139755011,2.1118812561,,96.341590881,0.3453185856,9.3295087814,62.526344299,2.311214447,0.1138247326,2735.4641113,437613.09375,6470983.0,-2710.039063,0.1557743102,1.0089896917,109.12545013,,,
2735.616,1.0,65000.0,10.432653427,,,2.4074854851,2.1582226753,0.9279683232,2.1421871185,,93.376502991,0.3425711095,8.4963064194,59.659885406,2.318390131,0.1235019863,2735.6159668,437613.09375,6470983.0,-2710.190674,0.1557743102,1.0417939425,109.0735321,,,
2735.768,1.0,65000.0,10.287837982,,,2.2407882214,2.2105555534,1.4585242271,2.3246400356,,92.748504639,0.335178405,7.7482872009,56.612873077,2.3296823502,0.1171870977,2735.7680664,437613.09375,6470983.0,-2710.342773,0.1557743102,1.471573472,108.84329224,,,
2735.92,1.0,65000.0,10.031741142,,,2.0732731819,2.2432613373,1.1657253504,2.5460314751,,90.377105713,0.3248613179,8.0932512283,56.741622925,2.3396112919,0.1014054194,2735.9199219,437613.09375,6470983.0,-2710.494629,0.1557743102,1.1103342772,107.33312988,,,
2736.072,1.0,65000.0,9.5519781113,,,1.8853707314,2.2708587646,1.1819149256,2.6319696903,,89.233802795,0.2998668849,8.8872442245,60.125442505,2.3280754089,0.0826687068,2736.0720215,437613.09375,6470983.0,-2710.646729,0.1557743102,1.1630622149,108.81367493,,,
2736.224,1.0,65000.0,9.7158937454,,,1.8017239571,2.2663435936,1.0539349318,2.5909342766,,88.722419739,0.280121088,9.4759292603,62.758651733,2.3309612274,0.0977265611,2736.2241211,437613.09375,6470983.0,-2710.798828,0.1557743102,1.043825984,109.59381104,,,
2736.376,1.0,65000.0,9.9862594604,,,1.8275184631,2.2426791191,1.1056847572,2.5982630253,,89.129447937,0.2877751589,9.3444890976,66.778785706,2.3277902603,0.1084337309,2736.3759766,437613.09375,6470983.0,-2710.950439,0.1557743102,1.1504071951,109.99062347,,,
2736.528,1.0,65000.0,10.5674963,,,1.8741549253,2.2578427792,1.2490813732,2.3956279755,,94.968421936,0.3063527346,8.9051675797,68.481452942,2.3286602497,0.100758642,2736.5280762,437613.0625,6470983.0,-2711.102539,0.1557743102,1.1815640926,110.40000153,,,
2736.68,1.0,65000.0,10.128693581,,,1.921759367,2.1057004929,0.8590951562,2.1927242279,,91.585411072,0.3143958449,8.9439754486,71.818595886,2.2755508423,0.0639420822,2736.6799316,437613.0625,6470983.0,-2711.254395,0.1557743102,0.7543737888,110.42205811,,,
2736.832,1.0,65000.0,9.5063228607,,,1.9697306156,1.9316242933,0.7178015113,2.0828549862,,91.126060486,0.3089312315,9.3714027405,80.345481873,2.2077124119,0.0499657169,2736.8320313,437613.0625,6470983.0,-2711.406494,0.1557743102,0.6786189675,110.35212708,,,
2736.984,1.0,65000.0,9.9570713043,,,2.0172212124,1.8608423471,0.6035115123,2.1349914074,,95.789505005,0.2960719466,10.33447361,81.033821106,2.1336064339,0.0570934527,2736.9838867,437613.0625,6470983.0,-2711.55835,0.1557743102,0.5788168907,109.61030579,,,
2737.136,1.0,65000.0,10.39153862,,,2.0614635944,1.8709560633,0.5748108625,1.9749268293,,94.670150757,0.3162151575,11.340869904,81.389160156,2.0473117828,0.0519623607,2737.1359863,437613.0625,6470983.0,-2711.710205,0.1557743102,0.5864856839,109.98291016,,,
2737.288,1.0,65000.0,10.185414314,,,2.1094505787,1.8782265186,0.6375547051,1.75770998,,97.262924194,0.3780739009,11.751132011,71.914756775,1.9898533821,0.0388868712,2737.2880859,437613.0625,6470983.0,-2711.862305,0.1557743102,0.6777830124,109.92010498,,,
2737.44,1.0,65000.0,10.389120102,,,2.1618361473,1.9505435228,0.7623317838,1.7246260643,,98.730232239,0.4183856845,11.879067421,71.791748047,1.9868803024,0.0366816223,2737.4399414,437613.0625,6470983.0,-2712.01416,0.1557743102,0.899918735,110.5891571,,,
2737.592,1.0,65000.0,10.556877136,,,2.2078199387,1.9333014488,1.3053272963,1.9998377562,,96.709403992,0.4338904917,11.902088165,69.789718628,2.0546190739,0.0544871613,2737.592041,437613.0625,6470983.0,-2712.16626,0.1557743102,1.2979848385,110.49498749,,,
2737.744,1.0,65000.0,10.687973022,,,2.2579901218,1.8687932491,0.7886140943,1.971886754,,91.791038513,0.3840731382,10.230446815,63.869602203,2.1188061237,0.0438925102,2737.7438965,437613.0625,6470983.0,-2712.318115,0.1557743102,0.6466503143,111.80773163,,,
2737.896,1.0,65000.0,10.867516518,,,2.3029694557,1.8962842226,0.6858068705,2.3099269867,,86.256919861,0.3117957115,9.3292818069,59.155185699,2.1685857773,0.0214446764,2737.8959961,437613.03125,6470983.0,-2712.469971,0.1557743102,0.7044379711,112.33905029,,,
2738.048,1.0,65000.0,9.881280899,,,2.3414430618,2.094805479,0.7678822875,2.7650630474,,84.924629211,0.2695966065,8.7939462662,57.748249054,2.1903970242,0.013699769,2738.0480957,437613.03125,6470983.0,-2712.62207,0.1557743102,0.8742067814,110.51615143,,,
2738.2,1.0,65000.0,9.2515745163,,,2.3227324486,2.4137513638,1.1976238489,2.5164737701,,86.873260498,0.2948326766,8.9077281952,64.589103699,2.1875638962,0.035633333,2738.1999512,437613.03125,6470983.0,-2712.773926,0.1557743102,1.5031150579,109.81233978,,,
2738.352,1.0,70000.0,9.4131002426,,,2.2360007763,2.8216676712,2.2891917229,2.4655771255,,85.472251892,0.3359404206,7.3059186935,66.059127808,2.2225720882,0.0531525798,2738.3520508,437613.03125,6470983.0,-2712.926025,0.1557743102,2.4904930592,109.84112549,,,
2738.504,1.0,70000.0,9.8886013031,,,2.136121273,3.0697717667,2.1981570721,2.5223023891,,82.190933228,0.3330998123,6.3589448929,59.494731903,2.3171112537,0.0585907996,2738.5039063,437613.03125,6470983.0,-2713.077881,0.1557743102,2.8129730225,108.91984558,,,
2738.656,1.0,70000.0,9.6538391113,,,2.3918478489,2.9092769623,5.6547064781,3.3935616016,,75.3957901,0.2772987485,6.9429678917,51.462112427,2.3835902214,0.0337465666,2738.6560059,437613.03125,6470983.0,-2713.229736,0.1557743102,6.0162119865,110.48680878,,,
2738.808,1.0,70000.0,9.2478742599,,,2.9518773556,2.6168930531,3.4834842682,4.6195559502,,71.583877563,0.2040226609,8.0272750854,50.316886902,2.2964668274,0.0111264922,2738.8081055,437613.03125,6470983.0,-2713.381836,0.1557743102,2.3904356956,114.02932739,,,
2738.96,1.0,70000.0,9.6379680634,,,3.3150253296,2.5892941952,1.1234588623,4.2273492813,,74.703453064,0.1417850256,9.8666610718,51.625701904,2.1430790424,0.0044979616,2738.9599609,437613.03125,6470983.0,-2713.533691,0.1557743102,0.6332271695,109.07587433,,,
2739.112,1.0,70000.0,10.072254181,,,3.3426337242,2.6485967636,0.6972099543,3.1604988575,,84.873985291,0.1309760362,11.39928627,63.150688171,2.0752928257,0.0308442116,2739.1120605,437613.03125,6470983.0,-2713.685791,0.1557743102,0.7196304202,107.34377289,,,
2739.264,1.0,70000.0,10.243826866,,,3.2352931499,2.7114343643,0.8695217371,2.279096365,,90.573059082,0.1931184828,12.894366264,64.26398468,2.0721292496,0.057801038,2739.263916,437613.0,6470983.0,-2713.837646,0.1557743102,1.0690139532,109.36706543,,,
2739.416,1.0,70000.0,10.548365593,,,3.1945168972,2.8019738197,1.7219777107,2.0564656258,,90.190040588,0.2877366841,12.266551971,69.85748291,2.1287810802,0.0796193108,2739.4160156,437613.0,6470983.0,-2713.989502,0.1557743102,1.7932360172,109.15000153,,,
2739.568,1.0,70000.0,11.160222054,,,3.6232635975,2.7584650517,1.0187059641,2.0606138706,,93.541358948,0.3401220739,9.8239002228,64.681312561,2.2027330399,0.0782262012,2739.5681152,437613.0,6470983.0,-2714.141602,0.1557743102,0.8174368143,109.30731201,,,
2739.72,1.0,70000.0,10.692410469,,,4.4494562149,2.4972801208,1.0941565037,2.3399708271,,88.35282135,0.3420004845,8.0465154648,61.450641632,2.3144021034,0.0786671191,2739.7199707,437613.0,6470983.0,-2714.293457,0.1557743102,1.2400176525,110.26096344,,,
2739.872,1.0,70000.0,9.7297544479,,,4.8304624557,2.3443751335,1.5576107502,2.5812020302,,83.968193054,0.3223426044,7.4183459282,56.252277374,2.3951282501,0.0869749337,2739.8720703,437613.0,6470983.0,-2714.445557,0.1557743102,1.580552578,109.22949982,,,
2740.024,1.0,70000.0,9.4388866425,,,4.7881016731,2.3471784592,1.082950592,2.9611213207,,82.718711853,0.2922154665,7.709610939,49.945045471,2.4440512657,0.0984796733,2740.0239258,437613.0,6470983.0,-2714.597412,0.1557743102,0.8974984884,109.07833099,,,
2740.176,1.0,70000.0,9.3789720535,,,4.7404937744,2.3352072239,0.8592079878,3.589258194,,80.012489319,0.253310591,8.2852325439,49.2721138,2.4532909393,0.0876035169,2740.1760254,437613.0,6470983.0,-2714.749268,0.1557743102,0.7937557697,110.54402161,,,
2740.328,1.0,70000.0,9.3680963516,,,4.6922564507,2.3548548222,0.6152594686,3.4206054211,,81.236236572,0.2002397776,8.2126808167,56.511920929,2.3971469402,0.0550718494,2740.3278809,437613.0,6470983.0,-2714.901123,0.1557743102,0.5799555779,111.70648193,,,
2740.48,1.0,70000.0,9.287071228,,,4.6451134682,2.4128859043,0.7512754202,2.9873099327,,84.594596863,0.1865981966,8.7510643005,68.371009827,2.3217000961,0.0318250172,2740.4799805,437613.0,6470983.0,-2715.053223,0.1557743102,0.8718301058,112.12232208,,,
2740.632,1.0,70000.0,9.4368801117,,,4.5950608253,2.3850495815,1.1836184263,2.5737836361,,88.006637573,0.211947605,9.7094326019,73.139251709,2.2536206245,0.0261471998,2740.6320801,437612.96875,6470983.0,-2715.205322,0.1557743102,1.2592715025,112.03534698,,,
2740.784,1.0,70000.0,9.5358085632,,,4.9819779396,2.2689101696,0.9804230332,2.2942438126,,90.071014404,0.2581091523,11.589421272,79.570922852,2.2180056572,0.0332968384,2740.7839355,437612.96875,6470983.0,-2715.356934,0.1557743102,0.8529442549,113.2022934,,,
2740.936,1.0,70000.0,9.9493675232,,,5.6927819252,2.1173889637,0.6942350864,2.2371535301,,90.951370239,0.2684293091,12.995891571,94.65737915,2.2075471878,0.0488169342,2740.9360352,437612.96875,6470983.0,-2715.509033,0.1557743102,0.646549046,113.31742096,,,
2741.088,1.0,70000.0,10.260774612,,,5.9941120148,1.9221867323,0.7817136645,2.1637742519,,88.340881348,0.2629692554,12.364495277,126.060112,2.2128055096,0.0650218204,2741.0878906,437612.96875,6470983.0,-2715.660889,0.1557743102,0.8362922668,110.33745575,,,
2741.24,1.0,65000.0,10.378011703,,,6.0573949814,1.9025437832,0.87417835,2.1436576843,,96.570396423,0.28582111,10.432973862,152.48718262,2.2275278568,0.0708435923,2741.2399902,437612.96875,6470983.0,-2715.812988,0.1557743102,0.898352325,109.57967377,,,
2741.392,1.0,65000.0,10.427190781,,,6.1130456924,1.9953920841,0.9242280722,2.129884243,,107.01618958,0.3366834521,8.9776639938,169.43051147,2.2437047958,0.0757386014,2741.3920898,437612.96875,6470983.0,-2715.964844,0.1557743102,0.9665070176,108.16259003,,,
2741.544,1.0,65000.0,10.772236824,,,6.168639183,2.085505724,1.1517094374,2.1571569443,,113.42289734,0.377319634,8.7800416946,175.1966095,2.2562918663,0.0811707228,2741.5439453,437612.96875,6470983.0,-2716.116699,0.1557743102,1.2349290848,112.46169281,,,
2741.696,1.0,65000.0,10.66516304,,,6.2147011757,2.1554238796,1.2777482271,2.4031467438,,117.06260681,0.4129142761,9.6409072876,167.36367798,2.2759280205,0.0792818293,2741.6960449,437612.96875,6470983.0,-2716.268799,0.1557743102,1.3957306147,117.49948883,,,
2741.848,1.0,65000.0,10.195633888,,,6.097158432,2.251529932,1.9920480251,2.7805297375,,110.91335297,0.4166139066,10.588101387,153.47097778,2.3177702427,0.0611676574,2741.8479004,437612.96875,6470983.0,-2716.420654,0.1557743102,2.1831555367,112.18270111,,,
2742.0,1.0,65000.0,9.942858696,,,5.849383831,2.2683625221,1.7882945538,3.2754116058,,100.82498169,0.3958682716,11.85468483,136.14422607,2.402743578,0.0458176285,2742.0,437612.9375,6470983.0,-2716.57251,0.1557743102,1.6046731472,112.46140289,,,
2742.152,1.0,65000.0,9.5334835052,,,5.6370744705,2.1641924381,1.3402644396,3.7921545506,,96.947280884,0.3242543936,12.566884041,131.42166138,2.4389293194,0.0223222226,2742.1520996,437612.9375,6470983.0,-2716.724609,0.1557743102,1.2400606871,111.51150513,,,
2742.304,1.0,65000.0,9.1338500977,,,5.4248957634,2.0808618069,1.4230345488,3.6882665157,,98.861381531,0.2813208401,10.422261238,133.42492676,2.4161808491,0.0244797673,2742.3039551,437612.9375,6470983.0,-2716.876465,0.1557743102,1.4479391575,108.83042908,,,
